"year","total_pop_avg","med_income_avg","pct_under_18_avg","pct_18_64_avg","pct_65_plus_avg","pct_white_avg","pct_black_avg","pct_asian_avg","pct_hispanic_avg","pct_enrolled_avg"
2014,6304.42105263158,65821.1578947368,24.9287439854975,61.8327179155394,13.238538098963,93.9077721352806,1.6569516501266,0.666346958299224,11.417737536955,73.0689418289219
2019,7042.68421052632,78350,24.696907897331,59.9545607390033,15.3485313636657,93.1060690126862,1.52421740697332,0.509880354159816,12.8522174588851,72.9315326436911
2024,5695.44827586207,108759.551724138,23.8236423721759,59.6261381489756,16.5502194788484,82.6804815614044,1.3568793867164,0.89883356888711,14.7162258221893,72.0715147454929
